"","V1","V2","V3","V4","V5","V6","V7","V8"
"GDF3",1924,782,415,242,311,370,37,0
"GDF6A",38,13,2,6,19,0,0,0
"GDF6B",27,16,1,1,6,0,0,0
"GDF9",716,345,154,37,90,103,26,0
"GDI1",9,2,1,0,7,1,0,0
"GDI2",7894,2885,1517,542,936,592,141,0
"GDPD1",29,9,40,16,25,25,2,0
"GDPD3A",115,14,5,47,2,14,0,0
"GEM",13,14,3,8,8,3,0,0
"GEMIN2",5229,1919,1017,282,787,723,73,0
"GEMIN4",572,202,81,57,95,68,3,0
"GEMIN8",823,273,134,78,141,97,11,0
"GET4",1680,489,373,142,200,107,45,0
"GFAP",3,4,0,2,0,0,2,0
"GFER",1356,596,434,158,184,141,86,0
"GFI1AA",10,3,0,0,11,0,0,0
"GFI1AB",18,4,4,8,0,5,0,0
"GFI1B",2,2,0,0,1,0,0,0
"GFM1",700,278,156,84,99,58,25,0
"GFM2",111,24,6,10,4,0,1,0
"GFOD2",326,145,15,21,42,60,0,0
"GFPT1",169,75,69,76,37,9,0,0
"GFPT2",16,3,0,12,2,41,0,0
"GFRA1A",7,0,0,0,1,0,0,0
"GFRA1B",9,3,4,0,2,4,0,0
"GFRA2A",1,0,0,0,0,0,0,0
"GFRA3",20,2,0,0,1,0,0,0
"GFRA4A",41,12,11,8,2,2,0,0
"GGA1",781,304,126,64,60,145,30,0
"GGA3",114,47,16,9,12,0,10,0
"GGACT.1",11,0,0,0,0,0,0,0
"GGACT.2",0,1,3,11,9,0,0,0
"GGACT.3",3,0,0,0,0,2,0,0
"GGCTA",26,13,0,4,18,1,0,0
"GGH",158,110,28,8,59,21,0,0
"GGNBP2",3888,1493,723,325,511,245,112,0
"GGPS1",1516,628,207,155,215,210,26,0
"GGT1A",473,182,109,77,50,24,6,0
"GGT5A",39,4,2,2,0,5,0,0
"GH1",0,1,0,0,0,3,0,0
"GHDC",9,1,0,6,0,0,0,0
"GHITM",2637,1090,544,263,426,213,56,0
"GHRA",23,12,7,11,1,2,0,0
"GHRB",31,18,9,16,12,6,4,0
"GHRHRA",43,19,7,5,0,1,0,0
"GHRHRL",10,0,1,0,2,0,0,0
"GHSRA",7,10,1,4,0,7,0,0
"GID8A",1568,482,269,100,148,107,27,0
"GIG2D",16,14,1,10,1,6,0,0
"GIG2E",31,13,4,5,1,1,0,0
"GIG2F",20,10,1,1,1,3,0,0
"GIG2G",3,0,1,0,0,0,0,0
"GIG2H",62,16,5,0,0,0,3,0
"GIG2I",5,0,0,0,0,0,0,0
"GIG2J",24,0,8,0,4,0,0,0
"GIG2K",13,3,2,5,1,0,0,0
"GIG2L",2,0,0,0,0,1,0,0
"GIG2O",228,107,67,17,29,19,13,0
"GIG2P",58,30,0,3,5,2,0,0
"GIG2Q",6,0,0,0,0,0,0,0
"GIGFY2",2617,968,539,253,325,225,50,0
"GINS1",2074,857,369,151,290,146,38,0
"GINS2",2533,621,348,89,161,123,16,0
"GINS3",1354,345,350,139,186,129,28,0
"GINS4",929,413,148,110,124,57,25,0
"GIP",1,0,0,0,0,0,0,0
"GIPC1",50,10,22,1,6,9,4,0
"GIPC2",217,75,43,74,11,34,1,0
"GIT2A",207,99,69,48,30,56,11,0
"GIT2B",1070,359,255,193,237,134,24,0
"GJA3",1,0,0,0,0,0,0,0
"GK5",184,81,28,13,31,24,8,0
"GKAP1",16758,5957,2880,1409,2072,1309,240,0
"GLA",179,72,68,4,37,17,5,0
"GLB1",94,24,11,11,2,6,0,0
"GLB1L",167,18,17,25,6,16,0,0
"GLCCI1",184,39,39,11,26,24,5,0
"GLCEA",83,29,1,4,17,18,0,0
"GLCEB",58,10,30,10,14,31,0,0
"GLDC",1676,575,318,163,236,159,59,0
"GLDN",4,6,2,1,1,0,0,0
"GLE1",1942,667,421,190,256,232,38,0
"GLG1B",35,17,0,0,1,3,0,0
"GLI1",234,111,67,57,150,19,19,0
"GLI2A",867,237,159,62,137,57,39,0
"GLI2B",81,28,13,0,16,4,0,0
"GLI3",51,16,17,18,4,13,1,0
"GLIPR1B",0,6,0,1,0,0,0,0
"GLIPR2L",1515,601,393,89,285,161,23,0
"GLIS3",1,21,0,0,0,0,0,0
"GLMNA",1259,453,230,79,150,79,21,0
"GLMNB",2,0,0,0,0,0,0,0
"GLO1",4137,1408,854,471,496,348,54,0
"GLOD4",500,150,100,51,29,65,20,0
"GLRA1",2,5,0,9,4,0,2,0
"GLRA2",0,1,0,0,0,0,0,0
"GLRA3",2,0,5,0,5,3,1,0
"GLRA4A",4,0,1,0,0,0,0,0
"GLRA4B",16,1,0,0,0,0,0,0
"GLRBA",7,0,1,1,0,20,0,0
"GLRBB",19,11,2,0,2,0,0,0
"GLRX",1400,652,256,110,143,129,20,0
"GLRX2",9,0,34,0,0,1,0,0
"GLRX3",2201,1061,528,169,292,200,57,0
"GLRX5",1703,587,267,106,354,118,79,0
"GLS2B",7,1,2,1,0,0,0,0
"GLSA",33,14,10,1,0,1,0,0
"GLT8D1",108,110,28,11,46,41,1,0
"GLT8D2",7,4,1,0,0,2,0,0
"GLTPA",159,70,34,23,24,18,0,0
"GLTPD1",172,34,52,12,16,30,3,0
"GLTSCR2",5617,1811,1185,452,817,306,200,0
"GLUD1A",1497,623,287,86,170,252,27,0
"GLUD1B",3846,1270,681,266,567,436,85,0
"GLULA",7636,2700,1415,728,1131,541,78,0
"GLULB",56349,22709,7769,4874,5955,4658,739,0
"GLULC",28,0,17,0,0,17,0,0
"GLYCTK",328,98,34,15,19,12,6,0
"GLYR1",10875,3600,1841,968,1364,1060,304,0
"GM2A",3904,1351,815,384,620,464,50,0
"GMCL1",676,263,114,113,66,76,23,0
"GMDS",1615,524,256,768,143,254,24,0
"GMEB1",70,42,8,15,9,9,0,0
"GMFB",6724,2041,1341,652,1009,535,123,0
"GMFG",2,2,0,0,0,0,0,0
"GMNN",17492,6911,2892,1137,2524,1708,316,0
"GMPPAA",200,112,67,71,40,13,13,0
"GMPPAB",110,32,44,6,33,17,6,0
"GMPPB",1401,512,251,97,199,122,52,0
"GMPR",1096,429,189,209,174,107,14,0
"GMPR2",174,51,22,16,26,22,1,0
"GMPS",7096,2379,1163,611,903,713,123,0
"GNA11A",124,59,2,10,12,18,2,0
"GNA11B",524,152,74,69,38,52,13,0
"GNA12A",67,15,8,6,3,0,0,0
"GNA13A",237,48,29,8,30,17,0,0
"GNA13B",1272,410,214,108,182,78,37,0
"GNA14",3,0,2,0,1,0,0,0
"GNA15.1",269,65,28,199,15,14,0,0
"GNAI1",1165,395,296,76,255,82,5,0
"GNAI2A",862,298,259,109,123,147,32,0
"GNAI2B",565,175,110,107,159,179,22,0
"GNAI3",60,29,1,6,4,4,2,0
"GNAIA",4636,1865,876,513,690,696,83,0
"GNAL",73,29,17,0,11,1,0,0
"GNAO1A",143,60,36,17,17,6,5,0
"GNAO1B",31,0,0,12,2,0,0,0
"GNAQ",2,0,0,0,6,1,0,0
"GNAT1",2,0,0,13,0,0,0,0
"GNAT2",2,0,5,0,0,2,2,0
"GNAV1",104,60,10,4,10,5,1,0
"GNB1A",4552,1611,1037,463,702,454,126,0
"GNB1B",15085,5405,2902,1241,2082,948,362,0
"GNB1L",299,102,77,30,63,36,11,0
"GNB2",15,0,0,0,3,3,0,0
"GNB2L1",18510,6139,3889,1693,2303,1600,368,0
"GNB3A",24,2,2,2,0,11,0,0
"GNB3B",14,7,0,0,1,4,0,0
"GNB4B",1847,787,378,175,210,137,76,0
"GNB5A",7,14,0,0,9,0,0,0
"GNB5B",22,4,0,3,1,1,0,0
"GNE",1159,409,189,70,154,85,3,0
"GNG10",169,94,30,6,40,27,11,0
"GNG12A",52,14,6,2,10,6,0,0
"GNG13B",0,3,2,0,0,1,0,0
"GNG2",40,1,13,2,0,1,0,0
"GNG3",10,33,3,1,3,2,2,0
"GNG5",25454,8669,4919,2252,3696,2145,511,0
"GNG7",143,36,38,14,19,16,0,0
"GNG8",7,2,1,0,4,0,0,0
"GNGT1",1,1,0,0,0,0,0,0
"GNGT2B",0,1,0,0,0,0,0,0
"GNL1",575,177,135,38,102,35,15,0
"GNL2",2638,1055,455,244,365,310,56,0
"GNL3",13860,3832,2331,1137,1803,497,200,0
"GNL3L",1016,268,81,74,81,77,26,0
"GNMT",1046,479,180,118,120,152,28,0
"GNPDA1",902,423,193,111,208,57,32,0
"GNPNAT1",2,5,0,4,0,8,0,0
"GNPTAB",568,243,88,43,61,41,5,0
"GNPTG",792,239,135,71,119,146,37,0
"GNRH2",10,0,6,0,0,3,0,0
"GNRH3",6,1,3,2,3,0,0,0
"GNRHR1",4,1,0,0,0,0,0,0
"GNRHR2",1,0,1,0,0,0,0,0
"GNRHR3",4,3,1,1,1,0,0,0
"GNSA",129,27,12,5,15,7,0,0
"GNSB",333,79,99,32,21,25,12,0
"GOLGA1",103,39,3,17,4,7,3,0
"GOLGA2",308,143,33,17,46,67,0,0
"GOLGA3",124,93,13,25,64,8,0,0
"GOLGA5",539,298,128,29,119,95,13,0
"GOLGA7",15202,5468,3008,978,2307,1343,322,0
"GOLGA7BA",80,67,28,20,7,25,0,0
"GOLIM4A",42,28,1,14,12,9,0,0
"GOLIM4B",90,14,62,8,29,29,7,0
"GOLPH3",6784,2167,1437,602,907,478,153,0
"GOLPH3L",912,390,201,147,160,98,13,0
"GOLT1B",11748,4473,2313,678,1691,1064,180,0
"GON4L",2496,756,454,211,350,242,59,0
"GOPC",2363,771,330,254,251,216,68,0
"GORAB",1808,462,227,158,207,167,40,0
"GORASP1",1224,423,232,136,139,196,31,0
"GORASP2",1982,653,422,233,323,184,68,0
"GOSR1",1997,864,370,156,276,183,23,0
"GOSR2",798,280,122,65,77,100,28,0
"GOT1",1370,346,228,77,126,93,31,0
"GOT1L1",12,15,1,1,0,2,0,0
"GOT2A",726,308,91,104,168,158,37,0
"GOT2B",2987,925,563,182,277,202,45,0
"GP1BB",141,78,30,32,16,29,1,0
"GPALPP1",2404,755,665,131,396,219,80,0
"GPAT2",3830,842,677,311,399,346,63,0
"GPATCH1",1639,580,284,86,272,96,23,0
"GPATCH11",896,255,170,45,114,44,12,0
"GPATCH3",2068,905,372,172,366,285,20,0
"GPC1A",31,4,5,7,8,0,0,0
"GPC1B",0,1,1,0,0,0,0,0
"GPC4",604,181,108,91,110,83,6,0
"GPCPD1",226,68,20,6,13,21,2,0
"GPD1A",71,2,53,4,15,0,5,0
"GPD1B",743,323,56,60,22,57,67,0
"GPD1C",172,48,17,15,21,23,0,0
"GPD1L",1104,304,142,110,153,169,42,0
"GPD2",4,0,4,3,0,1,0,0
"GPER1",38,14,1,2,6,7,0,0
"GPHA2",0,1,0,16,0,0,0,0
"GPHNA",299,118,34,31,44,28,10,0
"GPHNB",4,3,0,1,1,0,0,0
"GPIA",1999,663,462,109,240,158,55,0
"GPIB",55,32,8,8,11,54,1,0
"GPKOW",6443,2025,1166,475,851,515,118,0
"GPM6AA",14,16,4,3,1,1,0,0
"GPM6AB",1,0,2,0,10,0,0,0
"GPM6BA",33,15,7,3,0,4,0,0
"GPM6BB",130,34,50,18,38,45,2,0
"GPN2",2571,912,552,242,560,380,105,0
"GPN3",555,168,61,20,28,91,5,0
"GPR107",1141,485,228,91,126,190,31,0
"GPR126",10,2,6,0,2,0,0,0
"GPR137BA",313,128,44,48,80,30,3,0
"GPR137BB",176,49,69,49,50,45,0,0
"GPR143",1,0,0,0,0,6,0,0
"GPR146",23,8,7,2,1,8,3,0
"GPR157",45,12,3,2,13,4,1,0
"GPR160",384,217,88,70,82,55,7,0
"GPR161",876,336,161,67,174,60,51,0
"GPR176",15,6,1,2,1,0,0,0
"GPR182",0,10,6,0,0,0,0,0
"GPR183",22,3,7,6,10,0,0,0
"GPR19",354,98,31,83,61,35,15,0
"GPR22",20,3,10,1,3,4,0,0
"GPR27",53,25,10,10,8,8,0,0
"GPR34A",0,2,0,0,0,0,0,0
"GPR34B",8,0,23,9,5,2,0,0
"GPR34L",3,0,0,1,0,0,0,0
"GPR39",1,0,0,1,0,0,0,0
"GPR55A",32,17,4,11,1,3,0,0
"GPR56",11,1,0,0,3,0,0,0
"GPR84",24,10,1,4,4,5,0,0
"GPR85",2,4,4,0,0,0,0,0
"GPR98",146,36,28,26,11,20,0,0
"GPRC5C",9,13,5,0,0,4,0,0
"GPRC6A",10,1,2,0,0,0,0,0
"GPS1",1043,403,159,125,102,99,35,0
"GPS2",4058,1579,846,362,596,364,87,0
"GPSM1B",123,25,13,9,11,12,12,0
"GPSM2",217,67,57,25,53,58,7,0
"GPSM2L",520,310,108,75,84,72,7,0
"GPT2",1339,445,181,248,182,296,22,0
"GPT2L",249,43,17,10,15,14,2,0
"GPX1A",1494,409,318,115,225,126,4,0
"GPX1B",646,458,138,80,98,75,9,0
"GPX4A",356,183,120,24,54,15,7,0
"GPX4B",13360,4383,2415,878,1920,616,336,0
"GPX7",25,13,0,13,0,0,0,0
"GPX8",2356,793,501,193,322,162,28,0
"GRA",2099,811,581,184,623,313,38,0
"GRAP2A",6,0,0,1,0,10,0,0
"GRAP2B",16,2,2,2,2,2,0,0
"GRAPA",15,1,1,2,0,1,0,0
"GRAPB",10,13,2,1,2,1,0,0
"GRASP",75,29,8,0,4,5,20,0
"GRB10A",210,50,18,20,28,27,1,0
"GRB2A",152,93,63,18,14,9,1,0
"GRB2B",742,328,133,111,167,51,57,0
"GRCC10",1999,517,451,118,437,129,25,0
"GREM1A",56,17,14,6,25,0,0,0
"GREM2",16,0,0,0,0,0,0,0
"GRHL2A",41,11,12,45,0,36,0,0
"GRHL2B",8,7,0,0,0,10,0,0
"GRHPRA",446,144,62,53,34,21,6,0
"GRHPRB",17,1,0,0,5,1,0,0
"GRIA1A",30,14,6,1,2,3,0,0
"GRIA1B",12,15,1,4,1,7,0,0
"GRIA2A",8,4,0,0,4,1,1,0
"GRIA2B",51,13,1,19,4,16,0,0
"GRIA3A",33,6,2,15,0,2,0,0
"GRIA3B",3,0,5,0,0,0,0,0
"GRIA4A",5,2,0,0,1,1,0,0
"GRIA4B",27,16,0,1,0,0,0,0
"GRID2",36,12,4,8,1,19,1,0
"GRID2IPB",11,0,1,0,1,2,0,0
"GRIK5",6,0,1,0,0,0,0,0
"GRIN1A",6,4,0,2,2,0,0,0
"GRIN1B",17,3,2,1,1,0,0,0
"GRINA",1160,374,170,101,143,93,65,0
"GRIP1",73,39,15,12,6,11,1,0
"GRIP2A",117,46,17,24,9,5,0,0
"GRIPAP1",151,121,13,6,18,33,0,0
"GRK1A",8,0,1,0,0,1,0,0
"GRK1B",2,0,0,7,1,2,0,0
"GRK4",782,160,131,54,156,23,15,0
"GRK5",70,20,10,16,6,11,0,0
"GRK7A",17,5,1,1,0,0,0,0
"GRK7B",87,6,6,9,2,5,0,0
"GRM3",8,6,2,1,0,0,0,0
"GRM6A",4,2,0,1,4,0,0,0
"GRM6B",40,19,37,17,13,4,0,0
"GRM7",7,12,3,18,0,0,0,0
"GRN1",23,5,0,4,0,0,5,0
"GRN2",18,7,0,1,0,0,1,0
"GRNA",4,3,0,2,3,6,1,0
"GRNAS",1484,646,218,322,202,163,14,0
"GRNB",1642,461,295,150,159,182,23,0
"GRP",70,7,11,6,27,10,0,0
"GRPEL1",260,52,49,14,61,79,0,0
"GRSF1",1104,367,194,42,122,118,8,0
"GRTP1A",57,12,12,1,1,1,0,0
"GRTP1B",0,9,0,1,0,0,0,0
"GRWD1",11465,4132,2572,965,1531,560,195,0
"GSC",155,69,367,54,102,35,3,0
"GSDF",15,11,12,0,4,2,0,0
"GSE1",410,155,81,54,95,62,3,0
"GSG1L",11,0,3,8,2,1,0,0
"GSK3AA",325,96,66,32,64,32,2,0
"GSK3AB",5489,2033,980,564,869,569,108,0
"GSK3B",114,64,30,13,15,1,0,0
"GSKIP",6796,2430,1286,466,1047,576,95,0
"GSNA",133,49,17,11,23,2,5,0
"GSNB",389,124,65,42,29,60,7,0
"GSPT1",140,37,46,5,33,19,0,0
"GSPT1L",9386,3586,2001,1092,1282,1246,180,0
"GSR",308,153,50,18,52,59,0,0
"GSS",1016,337,269,115,116,82,17,0
"GSTAL",966,290,230,88,113,24,9,0
"GSTCD",1157,549,219,106,129,81,26,0
"GSTK1",19,14,2,0,17,6,0,0
"GSTM",3625,1648,647,321,573,340,63,0
"GSTM3",449,77,10,4,42,14,0,0
"GSTO1",32,5,0,3,0,1,1,0
"GSTO2",2293,871,462,151,389,294,37,0
"GSTP1",8019,3228,1435,681,1056,581,354,0
"GSTP2",180,61,19,8,28,6,6,0
"GSTT1B",401,111,127,43,21,56,14,0
"GSTZ1",9,13,1,0,1,0,3,0
"GSX1",3,0,0,0,0,0,0,0
"GTDC1",1742,778,351,95,265,103,51,0
"GTF2A1",14161,5476,3048,1330,1865,1432,203,0
"GTF2A1L",1884,582,339,163,179,132,67,0
"GTF2A2",6007,1853,1011,412,896,521,129,0
"GTF2B",13079,4431,2401,1209,1696,882,216,0
"GTF2E1",345,203,60,55,39,96,4,0
"GTF2E2",7424,2675,1106,520,862,677,123,0
"GTF2F1",4246,1612,804,331,749,298,91,0
"GTF2F2A",7796,2720,1682,827,1082,636,209,0
"GTF2F2B",592,156,187,34,110,56,14,0
"GTF2H1",283,60,72,38,31,41,2,0
"GTF2H2",882,389,454,101,130,148,27,0
"GTF2H3",1549,348,272,107,199,167,23,0
"GTF2H3-2",0,0,0,0,0,1,0,0
"GTF2H4",818,263,124,63,114,106,11,0
"GTF2H5",7848,2897,1446,608,1199,754,74,0
"GTF3AA",959,366,139,57,122,78,36,0
"GTF3AB",6191,2655,1137,436,946,576,78,0
"GTF3C2",538,143,94,20,113,65,15,0
"GTF3C3",379,144,63,39,32,51,9,0
"GTF3C6",775,257,109,76,96,65,7,0
"GTPBP1",745,278,145,58,118,156,2,0
"GTPBP10",817,259,139,59,96,75,11,0
"GTPBP1L",770,337,183,66,66,127,6,0
"GTPBP2",3,1,0,1,1,0,1,0
"GTPBP3",179,100,83,17,15,47,4,0
"GTPBP4",4222,1465,720,342,549,295,97,0
"GTSE1",1478,480,162,120,94,76,14,0
"GUCA1A",13,2,1,0,4,1,0,0
"GUCA1B",2,0,0,0,0,0,0,0
"GUCA1C",10,5,1,1,0,1,0,0
"GUCA1D",0,0,2,0,0,1,0,0
"GUCA1E",24,15,6,7,4,3,0,0
"GUCD1",369,168,51,17,50,67,1,0
"GUCY1A3",26,11,0,16,6,0,0,0
"GUCY2F",21,3,3,0,0,2,0,0
"GUK1A",1160,364,157,122,197,89,32,0
"GUK1B",2,0,0,0,2,0,0,0
"GULP1A",79,36,20,5,0,29,0,0
"GXYLT1B",76,11,4,3,9,12,0,0
"GXYLT2",529,258,88,48,63,90,15,0
"GYG1A",25693,9176,4982,2092,3593,2873,707,0
"GYG1B",26,13,5,4,0,9,0,0
"GYG2",33,27,7,7,21,8,1,0
"GYLTL1B",110,23,19,13,33,1,3,0
"GYPC",1,3,0,0,0,0,0,0
"GYS1",353,222,52,46,59,12,1,0
"GYS2",39,1,13,1,14,11,3,0
"H1F0",5,3,10,20,0,14,0,0
"H1FX",123,21,5,37,45,22,0,0
"H1M",29124,11177,5914,2435,4189,3200,647,0
"H2AFVA",43386,14917,7974,3430,5717,3211,863,0
"H2AFVB",1544,668,362,303,261,668,33,0
"H2AFX",3560,1612,833,336,588,344,91,0
"H2AFY",180,71,33,14,17,27,5,0
"H2AFY2",1,0,1,0,0,0,0,0
"H2AFZ",97,53,0,4,23,7,0,0
"H3F3A",109631,38243,18906,10259,15244,9489,2507,0
"H3F3B.1",7023,2359,1252,602,964,541,171,0
"H3F3C",4634,1431,955,376,614,357,118,0
"H3F3D",27123,6729,5690,2289,3668,7739,935,0
"HAAO",13,2,6,0,10,0,0,0
"HABP2",8,5,2,2,12,0,0,0
"HACL1",923,217,153,54,143,74,46,0
"HADH",3255,1180,605,239,464,202,122,0
"HADHAA",1555,508,255,88,140,194,38,0
"HADHAB",550,358,175,81,48,71,13,0
"HADHB",803,273,142,127,76,117,10,0
"HAGH",32,1,6,0,12,0,0,0
"HAL",15,0,1,0,0,4,0,0
"HAMP",1,0,0,1,0,0,0,0
"HAND2",11,11,0,5,0,0,0,0
"HAO1",4,2,0,0,1,0,0,0
"HAO2",18,6,5,0,1,2,0,0
"HAPLN1A",18,13,5,1,1,2,0,0
"HAPLN2",3,3,3,0,0,0,0,0
"HAPLN3",124,64,22,26,25,59,1,0
"HAPLN4",1255,529,278,159,187,286,29,0
"HARBI1",2470,1022,476,176,332,199,62,0
"HARS",5831,1828,1107,450,858,504,83,0
"HAS1",2,0,0,0,1,0,0,0
"HAS2",1216,615,554,124,118,159,7,0
"HAS3",3,25,0,0,0,2,0,0
"HAT1",3014,1148,490,175,407,321,102,0
"HAUS1",777,355,108,51,106,41,15,0
"HAUS3",786,283,192,83,139,70,34,0
"HAUS4",966,308,187,70,143,78,19,0
"HAUS5",272,134,66,43,38,72,0,0
"HAUS6",685,199,113,76,58,61,4,0
"HAX1",509,183,85,39,82,34,14,0
"HBAA1",22,3,4,1,0,0,0,0
"HBAE1",27,1,13,8,0,2,0,0
"HBAE3",0,1,0,0,0,1,0,0
"HBBE1.1",13,34,1,3,0,9,0,0
"HBBE2",4,0,12,0,0,0,0,0
"HBEGFA",262,58,55,47,56,51,8,0
"HBEGFB",182,88,23,9,21,40,3,0
"HBL3",16,8,1,3,3,0,0,0
"HBL4",7,7,0,1,0,3,0,0
"HBP1",28,0,1,2,0,1,0,0
"HBS1L",730,304,119,72,92,56,26,0
"HCCSA.1",278,170,69,54,81,57,2,0
"HCCSB",7115,2559,1215,528,703,613,101,0
"HCFC1A",10445,3490,1856,940,1364,986,291,0
"HCFC1B",5932,2016,1091,600,702,579,137,0
"HCFC2",3122,1039,543,193,396,211,74,0
"HCLS1",196,34,33,7,29,17,0,0
"HCRTR2",0,0,1,0,1,0,0,0
"HCST",61,16,5,22,31,22,0,0
"HDAC1",42128,13798,8743,3786,5770,3588,936,0
"HDAC10",1284,516,205,87,128,149,25,0
"HDAC11",40,43,15,9,18,4,0,0
"HDAC3",1664,697,292,137,233,157,34,0
"HDAC4",78,2,0,15,21,10,0,0
"HDAC8",2677,738,493,155,286,243,58,0
"HDAC9B",3,1,11,0,5,0,0,0
"HDC",52,16,7,8,5,5,1,0
"HDDC2",456,188,71,20,101,48,4,0
"HDDC3",402,98,51,15,51,45,8,0
"HDGFRP2",4457,1520,904,374,607,427,130,0
"HDGFRP3",1,1,3,0,0,0,0,0
"HDHD1",1522,387,244,154,162,173,1,0
"HDHD2",91,48,22,0,0,7,4,0
"HDHD3",98,28,25,11,13,25,12,0
"HDLBPA",15485,5057,3025,1665,2001,1349,398,0
"HDR",285,193,96,15,29,57,4,0
"HE1A",5,1,1,0,3,0,0,0
"HE1B",5,1,1,0,3,0,0,0
"HE2",75,34,14,15,7,10,0,0
"HEATR1",2108,793,525,212,270,226,47,0
"HEATR3",504,181,68,20,57,70,1,0
"HEATR5A",578,311,157,97,108,106,4,0
"HEATR6",397,167,81,46,53,43,6,0
"HEBP2",1159,417,258,118,169,124,27,0
"HECA",160,71,25,7,27,7,12,0
"HECTD1",2275,834,521,212,302,307,30,0
"HECTD3",744,259,82,38,123,114,41,0
"HECW1B",27,4,0,0,3,4,0,0
"HEG",55,61,56,15,4,1,2,0
"HELLS",2642,815,249,237,270,207,39,0
"HELQ",141,53,26,37,28,12,0,0
"HELT",1,1,0,0,0,0,0,0
"HELZ",1374,553,243,131,225,116,50,0
"HEMK1",230,41,27,14,1,30,0,0
"HENMT1",730,192,89,40,106,52,22,0
"HEPACAM",17,5,7,1,4,9,0,0
"HEPHL1",9,5,1,0,1,0,0,0
"HER1",482,73,209,25,97,102,0,0
"HER11",152,52,71,7,35,34,0,0
"HER13",108,36,10,11,4,5,1,0
"HER15.1",20,0,9,6,5,0,0,0
"HER15.2",63,0,1,0,0,0,0,0
"HER2",3,4,0,0,0,1,0,0
"HER3",36,111,4,6,17,2,13,0
"HER4.2",5,1,0,0,0,0,0,0
"HER5",1345,504,337,85,139,244,36,0
"HER6",58,48,17,16,0,18,0,0
"HER7",6115,1349,784,340,473,742,69,0
"HER8.2",2,0,0,0,1,4,0,0
"HER8A",778,334,99,66,117,128,15,0
"HER9",38,0,3,8,2,0,0,0
"HERC3",214,46,17,17,62,18,13,0
"HERPUD1",970,364,186,96,164,150,4,0
"HERPUD2",554,195,56,69,104,54,12,0
"HES2.2",13,37,0,0,0,0,0,0
"HES6",10469,1227,3204,486,1351,671,177,0
"HESX1",2,1,0,0,0,0,0,0
"HEXA",207,22,88,11,77,9,14,0
"HEXDC",121,50,8,7,23,13,0,0
"HEXIM1",3039,1053,473,273,304,234,44,0
"HEY1",84,42,17,53,8,14,0,0
"HEY2",41,6,0,0,1,0,0,0
"HFE2",0,0,0,0,0,2,0,0
"HGD",31,7,1,2,3,5,6,0
"HGFA",6,2,0,0,1,0,0,0
"HGH1",109,29,50,22,62,10,1,0
"HGS",1878,506,325,81,255,143,54,0
"HHAT",183,69,45,2,8,31,12,0
"HHATLA",1,0,1,0,1,0,0,0
"HHATLB",21,5,4,5,0,9,0,0
"HHEX",6,0,0,0,3,0,0,0
"HHIP",59,27,1,0,3,10,0,0
"HIAT1A",329,98,72,35,40,105,4,0
"HIAT1B",2505,909,459,261,362,209,54,0
"HIBADHA",1332,489,269,40,153,96,3,0
"HIBADHB",2084,696,328,149,251,162,27,0
"HIBCH",574,202,189,16,50,161,0,0
"HIC1",476,138,148,55,83,88,12,0
"HIC1L",286,128,74,40,61,46,7,0
"HID1B",470,231,86,44,60,76,10,0
"HIF1AB",1688,669,348,233,228,242,23,0
"HIF1AL",1488,577,331,171,150,326,16,0
"HIF1AL2",2,6,0,2,0,0,0,0
"HIF1AN",1800,641,388,132,266,129,35,0
"HIG1",9373,4204,2051,1344,2643,1775,125,0
"HIGD2A",585,232,118,34,66,56,11,0
"HINFP",332,166,38,9,32,87,4,0
"HINT1",4299,1542,616,390,469,260,117,0
"HINT2",584,234,125,79,93,65,0,0
"HIP1",2396,803,369,220,310,138,33,0
"HIP1RA",113,118,16,27,26,49,6,0
"HIP1RB",608,191,110,124,95,57,4,0
"HIPK2",166,45,59,42,16,32,4,0
"HIPK3A",1873,814,399,241,176,339,32,0
"HIPK3B",42,1,15,12,8,8,1,0
"HIRIP3",5506,1662,876,356,659,331,105,0
"HIST1H4L",18333,5138,3392,1174,2747,854,572,0
"HIST2H2L",141,112,33,18,41,21,0,0
"HIST2H3C",3802,1151,673,353,437,473,104,0
"HISTH1L",5621,1927,945,332,841,462,43,0
"HIVEP2A",40,20,6,12,2,4,0,0
"HK1",151,73,33,20,21,26,8,0
"HK2",468,250,99,62,98,82,27,0
"HKDC1",107,55,12,15,9,39,0,0
"HLA-DPA1",45,24,3,8,9,0,1,0
"HLFA",216,34,33,3,39,30,3,0
"HLFB",4,0,0,0,1,0,0,0
"HLX1",1,0,0,0,0,5,0,0
"HM:GC12",95,16,50,6,14,4,0,0
"HM:ZEH0351",2311,846,327,205,321,368,59,0
"HM13",9141,3187,1716,1003,1192,1006,177,0
"HMBOX1A",1062,402,190,85,155,93,15,0
"HMBSA",154,99,14,24,23,40,6,0
"HMBSB",427,110,72,20,69,54,4,0
"HMCES",30,7,0,1,5,8,0,0
"HMCN1",92,46,12,18,5,12,0,0
"HMG20A",4172,1393,865,341,650,396,35,0
"HMG20B",2202,728,400,228,307,257,23,0
"HMGA1A",168102,55194,33964,15802,23455,15048,4749,0
"HMGA1B",803,294,190,193,148,102,10,0
"HMGA2",16,2,1,0,1,0,0,0
"HMGB1A",9776,3523,1677,650,1396,1136,175,0
"HMGB1B",16714,4963,3892,1175,2274,1589,497,0
"HMGB2A",100289,33936,16639,8846,14190,9574,2868,0
